name;eva
Inselpark Hamburg;895876
Inselstadt Malchow;322358
Insheim;8003080
Iphofen;8003081
Ipsheim;8003083
Irfersgrün;8011937
Irfersgrün Bahnhof Lengenfeld;360913
Irrenlohe;8003086
Isartor München;371003
Iserlohn;8000186
Iserlohner Heide Iserlohn;881052
Iserlohnerheide;8003090
Isernhagen;8003091
Ismaning;8003092
Ispringen;8003094
Isselhorst-Avenwedde;8003096
Isselhorst-Avenwedde Bahnhof Gütersloh;923039
Istein;8003098
Ittersbach Bahnhof;8007014
Ittersbach Bahnhof Karlsbad;940028
Ittersbach Industrie Karlsbad;723599
Ittersbach Rathaus;8090001
Ittersbach Rathaus Karlsbad;105301
Ittling;8003100
Ittlingen;8003101
Itzehoe;8003102
Itzehoe Bahnhof (Draisine);8071767
Itzelberg;8003103
Iversheim;8003104
Iversheim Bahnhof/Mitte Bad Münstereifel;445828
Iznang;8085575
Jabel (Meckl);8011939
Jacobsdorf (Mark);8011940
Jaderberg;8003105
Jaderberg Bahnhof Jade;146379
Jafféstr Berlin;727390
Jagdschloss Lancken-Granitz;362741
Jagdschloß;8011947
Jagstzell;8003111
Jahnsdorf (Erzgeb);8011948
Jakobsdorf (Prign);8011941
Jakobwüllesheim;8071022
Jarrenwisch;8003115
Jasnitz;8011951
Jatznick;8010179
Jatznick Gemeindeverwaltung;8079736
Jeber-Bergfrieden;8011952
Jeber-Bergfrieden Bahnhof (Bus) Coswig (Anhalt);961585
Jechtingen;8007288
Jechtingen Bahnhof Sasbach am Kaiserstuhl;377836
Jeeser;8011953
Jeeser Bahnhof Sundhagen;362936
Jena;8096004
Jena Paradies;8011956
Jena Paradies (Knebe);8089170
Jena Saalbf;8011058
Jena West;8011957
Jena-Göschwitz;8010133
Jena-Zwätzen;8011958
Jesewitz (Leipzig);8011959
Jessen (Elster);8011960
Jestetten;8503421
Jestetten Bahnhof;8589063
Jettenbach;8003122
Jettingen;8003123
Jettingen Bahnhof Jettingen-Scheppach;871234
Jever;8003124
Jeßnitz (Anh);8011961
Joachimsthal;8011962
Joachimsthal Kaiserbahnhof;8013279
Jocketa;8011963
Jocketa Bahnhof Pöhl;968415
Jocketa Talsperrenblick Pöhl;967257
Jockgrim Bf;8003125
Johannesbrunnen Halberstadt;962023
Johanneskirchen Bahnhof West München;622118
Johanneskirchen München;624721
Johanngeorgenstadt;8011967
Jossa;8003129
Jossa Bahnhof Sinntal;466323
Jugendhilfezentrum St Anton Riegel am Kaiserstuh;496560
Juist;8007763
Juist Flugplatz;8007788
Julbach;8003136
Jungfernkopf Kassel;711383
Jungfernstieg Hamburg;694995
Jungingen (Hohenz);8007223
Jungnau;8007234
Jungnau Traube Sigmaringen;751017
Jägerhaus;8003106
Jägersfreude;8003108
Jänschwalde;8011944
Jänschwalde Dorf;278348
Jänschwalde Ost;8011945
Jänschwalde Ost (Bus);8079738
Jävenitz;8011946
Jöhlingen;8003127
Jöhlingen Bahnhof Walzbachtal;724041
Jöhlingen West;8079058
Jöhstadt;8079133
Jöhstadt Loreleifelsen;8079135
Jöhstadt Schlössel;8079134
Jößnitz;8011966
Jübek;8000334
Jüchen;8003130
Jügesheim Bahnhof Rodgau;104642
Jülich;8000188
Jülich An den Aspen;8003114
Jülich Forschungszentrum;8007815
Jülich-Broich;8007801
Jülich-Nord;8007802
Jülich-Selgersdorf;8007814
Jünkerath;8003135
Jüterbog;8010182
Jütrichau;8011969
K2/Zum Bahnhof Rullstorf;617735
KIT-Campus Nord Bahnhof Eggenstein-Leopoldshafen;720846
Kaarst IKEA;8000438
Kaarst Mitte/Holzbüttgen;8000432
Kaarst Mitte/Holzbüttgen Pfarrzentrum;8071232
Kaarster Bahnhof;8003141
Kaarster Bahnhof Kaarst;665556
Kaarster See;8000430
Kaarster See Kaarst;589141
Kablow;8011981
Kabutzenhof Fähre Rostock;936652
Kahl (Main);8003143
Kahl Kopp/Heide;8070164
Kahla (Thür);8011985
Kainzenbad;8003146
Kaiser-Friedrich-Str/Kantstr Berlin;731037
Kaiserbahnhof Joachimsthal;739857
Kaisereiche Berlin;731686
Kaiserlei Ostseite Offenbach am Main;102596
Kaiserlei Westseite Offenbach am Main;102598
Kaisersesch;8003148
Kaiserslautern Hbf;8000189
Kaiserslautern Pfaffwerk;8003150
Kaiserslautern West;8003151
Kaiserslautern-Hohenecken;8002943
Kaiserstuhleck Eichstetten am Kaiserstuhl;496506
Kaistraße Kiel;705949
Kalchreuth;8003154
Kaldenkirchen;8000190
Kalenborn (Westerw);8070018
Kalk Trimbornstr Köln;440458
Kall;8003158
Kalscheuren Bahnhof Hürth;443633
Kalsow;8011995
Kalsow Abzw Benz b Wismar (Meckl);321552
Kalsow Abzweig B105;8079739
Kaltenbrunn (Schiff) Gmund a Tegernsee;966970
Kaltenbrunn Gmund a Tegernsee;592915
Kalteneck;8070807
Kalteneck Bahnhof Hutthurm;542710
Kaltenkirchen (Holst);8007054
Kaltenkirchen Süd;8007204
Kaltenweide Bahnhof Langenhagen (Hannover);638056
Kalthof (Kr Iserlohn);8003166
Kalthof Bahnhof Iserlohn;374748
Kamen;8003168
Kamen-Methler;8003169
Kamenz (Sachs);8011988
Kamp-Bornhofen;8003170
Kamp-Bornhofen KD;8075958
Kampen (Sylt) Hamburger Kinderheim;8084119
Kampen Dikstieg;8079156
Kampen Mitte;8084102
Kampen Süd;8079157
Kandel;8003172
Kandern;8070450
Kanzem;8003173
Kapellen Wevelinghoven Bahnhof Grevenbroich;655812
Kapellen-Drusweiler;8003175
Kapellen-Wevelinghoven;8003174
Kapen Biosphärenreservat;8070260
Kappelrodeck;8007004
Kappelrodeck Ost;8077004
Kapsweyer;8007859
Karl-Marx-Str Hohen Neuendorf;150046
Karl-Stieler-Straße Ottobrunn;625907
Karlsburg;8011991
Karlsdorf;8003181
Karlshagen;8011992
Karlsplatz (Stachus) München;363941
Karlsplatz (Stachus) Nord München;361014
Karlsruhe Albtalbf;8079045
Karlsruhe Bahnhofsvorplatz;8079041
Karlsruhe Durlacher Tor;8079125
Karlsruhe Entenfang;8079126
Karlsruhe Europaplatz;725999
Karlsruhe Hbf;8000191
Karlsruhe Hbf Südausgang;421210
Karlsruhe Hbf Südausgang;8089390
Karlsruhe Knielingen Siemens;721394
Karlsruhe Kronenplatz (Kaiserstraße);364080
Karlsruhe Marktplatz (Kaiserstraße);8079035
Karlsruhe Marktplatz (Pyramide);8079046
Karlsruhe Mühlburger Tor;8079144
Karlsruhe West;8003183
Karlsruhe-Durlach;8003184
Karlsruhe-Hagsfeld;8003185
Karlsruhe-Knielingen;8003186
Karlsruhe-Knielingen Rheinbergstraße;8079128
Karlsruhe-Mühlburg;8003187
Karlsruhe-Neureut Kirchfeld;8079047
Karlstadt (Main);8003189
Karlstor/Bundesgerichtshof Karlsruhe;170061
Karow (Meckl);8010188
Karow Bahnhof Plau am See;322306
Karpfham;8003191
Karpfham Bahnhof Rotthalmünster;541893
Karsdorf;8011993
Karstadt Saarbrücken;836929
Karstädt;8011994
Karthaus;8000402
Kartung Abzw Winden Sinzheim;722440
Kasbach;8070019
Kasbach Brauerei Steffens;8070021
Kassel;8096023
Kassel Hauptbahnhof Nord;8071215
Kassel Hbf;8000193
Kassel Hbf (tief);8098193
Kassel-Harleshausen;8003196
Kassel-Jungfernkopf;8003197
Kassel-Kirchditmold;8003198
Kassel-Oberzwehren;8003199
Kassel-Wilhelmshöhe;8003200
Kasseler Tor Paderborn;927645
Kastl (Oberbay);8003205
Katharinenheerd;8003207
Kating;8003208
Kating Bahnhof Tönning;697461
Kating Kreuzung Tönning;695790
Katlenburg;8003209
Katlenburg Bahnhof Nordseite Katlenburg-Lindau;614508
Katlenburg Bahnhof Südseite Katlenburg-Lindau;354404
Kattenes;8003211
Kattenvenne;8003212
Kattenvenne Bahnhof Lienen;904568
Katz-Werke (Ersatzhalt) Weisenbach;722679
Katz-Werke Weisenbach;422060
Katzenfurt;8003213
Katzenfurt Bahnhof Ehringshausen;111010
Katzhütte;8011999
Katzwang;8003214
Katzwang Bahnhof Nürnberg;675725
Katzweiler;8003215
Kaub;8003216
Kaub KD;8075963
Kaufbeuren;8000194
Kaufering;8000195
Kaufland Neckarsulm;424053
Kaulsdorf (Saale);8012000
Kavelstorf (Kr Rostock);8012002
Kavelstorf Neubau;8071256
Kavelstorf Neubau Dummerstorf;935760
Kehl;8003218
Kehl (Gr);8000008
Kehlen;8003220
Keitum;8003222
Keitum Bahnhof;8079216
Keitum Kirche;8079158
Keitum Parkplatz West;8084106
Keitum Schnittis Eck;8084101
Kelkheim;8007161
Kelkheim-Hornau;8007162
Kelkheim-Münster;8007160
Kellersberg Friedensplatz/Bahnhof Alsdorf (Rheinl;268774
Kellmünz;8003227
Kelsterbach;8003228
Kelter Frickenhausen (Württ);561086
Kemnath-Neustadt;8003229
Kempen (Niederrhein);8000409
Kempten (Allgäu) Hbf;8000197
Kempten (Allgäu) Ost;8003230
Kemtau;8012004
Kennelgarten;8003232
Kenz;8012005
Kenz Bahnhof Kenz-Küstrow;325137
Kenzingen;8003233
Kerkerbach;8003235
Kerkerbach Steedener Hauptstraße;8071341
Kerkwitz;8012006
Kerkwitz Bahnhof Schenkendöbern;278156
Kersbach;8003238
Kersbach S-Bahnhof Forchheim (Oberfranken);676171
Kessel Schönau a Königssee;877549
Kestert;8003241
Kettwig;8000198
Kettwig S-Bahnhof Essen (Ruhr);109383
Kettwig Stausee;8003245
Kettwig Stausee S-Bahnhof Essen (Ruhr);654576
Kevelaer;8003247
Keßlerturm Bernburg (Saale);366463
Kiebingen;8003248
Kiebitzhöhe;8012007
Kiebitzhöhe (Bushaltestelle) Kölleda;646125
Kiefersfelden;8003249
Kiel Hbf;8000199
Kiel Hbf Kaiserstraße;8071199
Kiel Schulen am Langsee;8003251
Kiel Wiener Allee;8070840
Kiel ZOB;8089392
Kiel-Ellerbek;8003259
Kiel-Elmschenhagen;8003477
Kiel-Hassee CITTI-PARK;8003474
Kiel-Oppendorf;8003260
Kiel-Russee;8003253
Kieler Str Berlin;731700
Kierberg;8003252
Kierberg Bahnhof Brühl (Rheinland);375389
Kierspe;8003297
Kilianstädten Uferstraße Schöneck (Hessen);126713
Killer;8007224
Kinding (Altmühltal);8003256
Kindsbach;8003257
Kipsdorf Kurort Bahnhof Altenberg;978708
Kirch Göns;8003262
Kirch-Göns Bahnhof Butzbach;111132
Kirch-Jesar;8012009
Kirchanschöring;8003263
Kirchberg (Murr);8003266
Kirchberg/Luitpoldbrücke Bad Reichenhall;591996
Kirchderne Bahnhof Dortmund;360274
Kirchderne U-Bahnhof Dortmund;370273
Kirchdorf (Deister);8003267
Kirchdorf Bahnhof Barsinghausen;638672
Kirchdorf Umläufer Barsinghausen;636742
Kirche Birkenwerder;203523
Kirche Blankenbach;425870
Kirche Dagebüll;696117
Kirche Ernsgaden;540276
Kirche Igel;256002
Kirche Lensahn;699901
Kirche Romrod;119605
Kirche Weichering;846174
Kirche Witzwort;695997
Kirche Zaisenhausen;722776
Kirchehrenbach;8003268
Kirchen;8000427
Kirchenlaibach;8000201
Kirchenlaibach Bahnhof Speichersdorf;545286
Kirchenlamitz Ost;8003270
Kirchenlamitz Ost Bahnhof;547254
Kirchentellinsfurt;8003272
Kirchgasse Kassel;713491
Kirchhain (Bz Kassel);8000435
Kirchhalling;8003275
Kirchhammelwarden;8003276
Kirchheim (Neckar);8003278
Kirchheim (Teck);8003280
Kirchheim (Teck) Süd;8003283
Kirchheim (Teck) Ötlingen;8003282
Kirchheim (Unterfr);8003284
Kirchheim (Weinstr);8003285
Kirchheim Rohrbach Bahnhof Heidelberg;506739
Kirchheim unter Teck;374211
Kirchheimbolanden;8000652
Kirchhorsten;8003286
Kirchhorsten Bahnhof Helpsen;997092
Kirchhundem;8003287
Kirchhörde Bahnhof Dortmund;651299
Kirchlengern;8003288
Kirchmöser;8012011
Kirchmöser Bahnhof Brandenburg an der Havel;737367
Kirchplatz Weisenbach;722680
Kirchscheidungen;8012012
Kirchseelte DHE;8070454
Kirchseeon;8003290
Kirchstr Wernigerode;962962
Kirchstr/Alt-Moabit Berlin;730750
Kirchweidach;8084066
Kirchweyhe;8003292
Kirchweyhe Bahnhof Ost Weyhe;603948
Kirchweyhe Bahnhof West Weyhe;603979
Kirchzarten;8003293
Kirkel;8003294
Kirn;8003295
Kirnbach-Grün;8007104
Kirnsulzbach;8003298
Kirschbaumwasen;8003289
Kirschbaumwasen Forbach;720343
Kissing;8003299
Kitzingen;8000479
Kißlegg;8000203
Klaffenbach Hp;8017421
Klaffenbach Hp Chemnitz;230652
Klais;8003302
Klais Bahnhof Krün;590321
Klandorf;8012015
Klandorf Bahnhof Schorfheide;727476
Klanxbüll;8003303
Klasdorf Am Bahnhof Baruth (Mark);727900
Klasdorf Glashütte;8012016
Klebitz;8012019
Klecken;8003309
Klecken Bahnhof Rosengarten (Kreis Harburg);597790
Kleeth;8012020
Klein Borstel Hamburg;895167
Klein Bünzow;8012021
Klein Gerau;8003313
Klein Reken Bahnhof Reken;237195
Klein Winternheim-Ober Olm;8003316
Klein-Auheim Bahnhof Hanau;108560
Klein-Gerau Bahnhof Büttelborn;111257
Klein-Umstadt Bahnhof Groß-Umstadt;108123
Kleinbahnhof Binz-Ost Binz;952052
Kleinberghofen;8003317
Kleinberghofen Bahnhof Erdweg;206930
Kleinblittersdorf;8003318
Kleinenbroich;8003321
Kleinenbroich Bahnhof Korschenbroich;658355
Kleinengstingen;8070456
Kleinengstingen Bahnhof Engstingen;494381
Kleinensiel;8003323
Kleinforst Rosensee;8017344
Kleinfurra;8012033
Kleinfurra An der Kreisstraße;8071165
Kleingemünden;8003329
Kleinheubach;8003324
Kleinjena;8012034
Kleinkems;8003325
Kleinkötz;8003326
Kleinkötz Bahnhalt/Fa AL-KO Kötz;871287
Kleinostheim;8003314
Kleinröhrsdorf;8012036
Kleinröhrsdorf Haltepunkt Großröhrsdorf;369925
Kleinschirma;8012037
Kleinsteinbach;8003331
Kleinsteinbach Bahnhof Pfinztal;724206
Kleinvillars Bahnhof Knittlingen;720295
Kleinvillars Knittlingen;365083
Kleinvillars Ortsmitte Knittlingen;941046
Kleinwallstadt;8003334
Kleinzschachwitz Fähre Dresden;978635
Klengen Bahnhofstraße/Bahnhof Brigachtal;498181
Klengen Mühlengasse/Bahnhof Brigachtal;498245
Klengen Spitalgasse/Bahnhof Brigachtal;498182
Klettenberg Klettenbergpark Köln;443403
Klettwitzer Str Berlin;733187
Kleve;8000205
Kleve Bahnhof Kleve (Niederrhein);362739
Kley S-Bahnhof Dortmund;652227
Klieken;8012040
Klieken Schule Coswig (Anhalt);961748
Klinge;8012043
Klinge Ort Wiesengrund;742110
Klingenberg (Main);8003337
Klingenberg-Colmnitz;8012044
Klingenbrunn;8003338
Klingenbrunn Bahnhof Spiegelau;840377
Klingenthal;8012045
Klinikum Bremen-Nord/Beckedorf;8007893
Klinikum Traunstein (Oberbayern);594534
Klitschmar;8012046
Klitschmar Am Bahnhof Wiedemar;956893
Klitten;8012047
Klitten Jahmen;8071043
Kloster (Hiddensee);8080810
Kloster Beuron;750252
Kloster Bronnbach;8001193
Kloster Marienthal;8003340
Kloster Oesede;8004627
Kloster Oesede Bahnhof Georgsmarienhütte;627240
Klosterbuch;8012053
Klosterbuch Bahnhof (Bus) Leisnig;962849
Klosterfelde;8012054
Klosterfelde Bahnhof Wandlitz;727475
Klosterlechfeld;8003342
Klostermansfeld;8010191
Klostermansfeld Randsiedlung;8010204
Klosterreichenbach;8003343
Klosterreichenbach Rathaus Baiersbronn;362997
Klotten;8003344
Klusstr Halberstadt;953959
Kläden (Stendal);8012014
Knapp S-Bahnhof Gevelsberg;655455
Knautnaundorf;8012059
Kneippallee Zirndorf;460049
Knesebeck;8003348
Knielingen Eggensteiner Straße Karlsruhe;362106
Knielingen Herweghstraße Karlsruhe;120105
Knielingen Rheinbergstraße (Schleife) Karlsruhe;723325
Knielingen Rheinbergstraße Karlsruhe;400107
Knielingen Siemens Karlsruhe;362104
Knielinger Allee/Städt Klinikum Karlsruhe;364593
Knittlingen-Kleinvillars;8003332
Knöringen-Essingen;8003349
Kobern-Gondorf;8003350
Kobern-Gondorf SF;8075978
Koblenz Hbf;8000206
Koblenz KD;8075952
Koblenz Moselweiß Anleger;8075976
Koblenz Stadtmitte;8003341
Koblenz Stadtmitte Löhr-Center;8071774
Koblenz-Ehrenbreitstein;8003351
Koblenz-Güls;8002454
Koblenz-Lützel;8003352
Koblenz-Lützel Balduinbrücke;8071773
Koblenz-Moselweiß;8003354
Kochel;8003355
Kochendorf Bahnhof Bad Friedrichshall;374882
Kochendorf Bergstraße Bad Friedrichshall;755483
Kodersdorf;8012061
Kohlscheid;8003395
Kohlstetten;8070458
Kohlstetten Bahnhof Engstingen;491568
Kolbermoor;8003397
Kolkwitz;8012083
Kolkwitz Süd;8012084
Kolkwitz Süd Bahnhof;742316
Kollmarsreute;8003398
Kollmarsreute Bahnhof Emmendingen;500297
Kollnau;8003399
Kollnau Bahnhof Waldkirch;379533
Kolonie Märkische Heide Berlin;732040
Kolpingplatz Karlsruhe;361963
Kongresszentrum (U) Karlsruhe;141013
Kongresszentrum Karlsruhe;371072
Konstablerwache Frankfurt a M;100510
Konstanz;8003400
Konstanz Bahnhof;8080036
Konstanz Hafen;8073400
Konstanz Konzilstraße;8071014
Konstanz Marktstätte;8071032
Konstanz Schweizer Bahnhof;8071489
Konstanz Sternenplatz;8071261
Konstanz Zähringerplatz;8071584
Konstanz-Fürstenberg;8003404
Konstanz-Petershausen;8003401
Konstanz-Wollmatingen;8003416
Konz;8003402
Konz Mitte;8003403
Konzerthaus Karlsruhe;373510
Kopp Kahl a Main;438017
Korb/Bahnhof Unnau;457407
Korbach;8000210
Korbach Süd;8003406
Kordel;8003407
Kork;8003408
Kork Bahnhof Kehl;882231
Korntal;8003409
Korntal Bahnhof Korntal-Münchingen;561567
Korntal Gymnasium;8007855
Kornwestheim Pbf;8003411
Korschenbroich;8003412
Koserow;8012086
Kothmaißling;8003413
Kottenforst;8003414
Kottenheim;8003415
Kraftsdorf;8012088
Kraftwerk Finkenheerd;8012089
Kraghammer;8003420
Kraghammer Attendorn;410868
Krampenburg Berlin;733499
Kranichfeld;8012092
Kranichstein Bahnhof Darmstadt;111328
Krankenhaus/West Stralsund;325292
Kraslice (Grenze);8017189
Kratzeburg;8012093
Krauschwitz Ort;8070816
Krauthausen;8007816
Krauthausen Feldstraße (Bahnhof) Niederzier;377520
Kray Nordbahnhof Essen (Ruhr);376404
Kray Südbahnhof Essen (Ruhr);654597
Kredenbach;8003424
Kredenbach Ort/Bahnhof Kreuztal;360190
Krefeld Hbf;8000211
Krefeld-Linn;8003426
Krefeld-Oppum;8000212
Krefeld-Uerdingen;8003427
Kreiensen;8000213
Kreiensen Bahnhof Einbeck;636783
Kreimbach-Kaulbach;8003429
Kreishaus (Bus) Heinsberg;588622
Kreissparkasse Oberboihingen;561073
Kremmen;8012096
Krempe;8003430
Kremperheide;8003431
Krensitz;8012097
Krensitz Bahnhof Krostitz;957514
Kressbronn;8003432
Kressbronn Hafen;8073432
Kretscham-Rothensehma;8012098
Kreuz Konz;8003434
Kreuzau Bahnhof;8007820
Kreuzau-Eifelstraße;8007830
Kreuzberg (Ahr);8003436
Kreuzberg Bahnhofstraße Altenahr;459321
Kreuzeck/Alpspitzbahn Bahnhof Garmisch-Partenkirc;966903
Kreuzeck/Alpspitzbahn Garmisch-Partenkirchen;367232
Kreuzstraße;8003438
Kreuztal;8000214
Kreuztal-Littfeld;8003716
Kreuzung Oesterwurth;697757
Kreuzung Weisen;737879
Kreuzung Ziltendorf;740735
Kreuzweingarten;8003440
Kriftel;8003442
Krimderode Nordhausen;248318
Kripp Rheinfähre Remagen;459968
Krippen;8012105
Krippen Bahnhof Bad Schandau;978308
Krippen Fährstelle im Ort Bad Schandau;973864
Kronach;8003446
Kronberg (Taunus);8003447
Kronberg Süd;8087063
Kronberg im Taunus Süd;102200
Krone Fichtenberg (Württ);830202
Krone Hettingen;750935
Kronenplatz (U) Karlsruhe;131002
Kronenplatz Auggen;503639
Kronenstraße Friesenheim (Baden);570770
Kronshagen;8003479
Kronskamp;8012109
Kronweiler;8003452
Krottorf;8012110
Kruckel Bahnhof Dortmund;652242
Kruft;8003455
Kruft Jahnstraße;8071101
Kruggasse Berlin;733489
Krumbach (Schw) Schule;8001179
Krumbach (Schwab);8003457
Krumhermsdorf;8012113
Krumpa;8012114
Krumpa Addinol;8071883
Krumpa Addinol Braunsbedra;963553
Krupunder;8003460
Krölpa-Ranis;8012107
Kröpelin;8012108
Kubschütz;8012115
Kuchen;8003461
Kuchenheim;8003462
Kuchenheim Bahnhof Euskirchen;446382
Kufsteiner Straße/Bahnhof Raubling;596026
Kuhbier;8012120
Kullenmühle Bad Herrenalb;723533
Kulmbach;8003476
Kummerow (Stralsund);8012127
Kummersdorf (Storkow);8012129
Kunersdorf;8012605
Kunersdorf (SPN) Bahnhof Kolkwitz;742344
Kunsthalle Rostock;939275
Kupferdreh Bahnhof Essen (Ruhr);374414
Kupfereck Landshut;526163
Kupfermühle;8003478
Kuppenheim;8003480
Kuppinger Straße Nufringen;421537
Kurl Bahnhof Dortmund;370298
Kurort Altenberg (Erzgebirge);8011019
Kurort Bahnhof Jonsdorf;372475
Kurort Jonsdorf;8012131
Kurort Jonsdorf Hst;8012132
Kurort Kipsdorf;8012133
Kurort Oberwiesenthal;8012134
Kurort Oybin;8012135
Kurort Oybin-Niederdorf;8012136
Kurort Rathen;8012138
Kurort Rathen Parkplatz;8070293
Kurort Teufelsmühle Oybin;109493
Kurt-Schumacher-Straße Karlsruhe;361105
Kurverwaltung Trassenheide;374136
Kusel;8003481
Kutenholz;8007844
Kutzenhausen;8003483
Kyhna;8012141
Kyllburg;8003484
Kyritz;8012142
Kyritz Am Bürgerpark;8017159
Käfertal DB-Bahnhof Mannheim;518325
Kälberau;8007276
Kälberau Bahnhofstr Alzenau i UFr;427349
Kälberau Hemsbacher Str Alzenau i UFr;427347
Kämmereiforst;8011983
Kämmereiforst (Bus) Zschepplin;955807
Kärntner Straße/Bahnhof West Lauf a d Pegnitz;675214
Kätnerfeld/Bahnhof Tarp;706396
Köditz;8003356
Köfering;8003357
Köhlbrandhöft (nur für Betriebsangehörige) Hambur;895953
Köhlersiedlung/Bus Oberkirch;571699
Kölleda;8012064
Köln;8096022
Köln Airport-Businesspark;8003370
Köln Frankfurter Straße;8003358
Köln Geldernstraße/Parkgürtel;8003360
Köln Hansaring;8003392
Köln Hbf;8000207
Köln Hbf (Breslauer Platz);8089322
Köln KD;8075938
Köln Messe/Deutz;8003368
Köln Messe/Deutz Gleis 11-12;8073368
Köln Messe/Deutz Gleis 9-10;8083368
Köln Steinstraße;8003379
Köln Süd;8003361
Köln Trimbornstr;8003320
Köln Volkhovener Weg;8003362
Köln West;8003363
Köln-Blumenberg;8079140
Köln-Buchforst;8003364
Köln-Chorweiler;8003365
Köln-Chorweiler Nord;8003366
Köln-Dellbrück;8003367
Köln-Ehrenfeld;8000208
Köln-Holweide;8003369
Köln-Klettenberg Klettenbergpark;8071159
Köln-Longerich;8003371
Köln-Mülheim;8000209
Köln-Müngersdorf Technologiepark;8003375
Köln-Nippes;8003372
Köln-Stammheim;8003310
Köln-Weiden West;8003383
Köln-Worringen;8003373
Köln/Bonn Flughafen;8003330
Kölpinsee;8012065
Kölpinsee Loddin;332502
Köndringen;8003374
Köndringen Bahnhofstraße Teningen;363083
Königs Wusterhausen;8010193
Königs Wusterhausen Brückenstraße;8072789
Königsbach (Baden);8003376
Königsbach Bahnhof Bahnhof Königsbach-Stein;940382
Königsborn;8012066
Königsborn Am Bahnhof Biederitz;954985
Königsborn Bahnhof Unna;904771
Königsbronn;8003378
Königsbrück;8012067
Königschaffhausen;8007286
Königschaffhausen Bahnhof Endingen am Kaiserstuhl;499653
Königsdorf Bahnhof Frechen;446504
Königshofen (Baden);8003381
Königshofen (Kahl);8007281
Königshofen Bahnhof Lauda-Königshofen;363927
Königshofen Kaltenberg Mömbris;426078
Königslutter;8003382
Königsplatz Kassel;714222
Königsplatz/Mauerstraße Kassel;715343
Königssee Seelände Schönau a Königssee;877547
Königsstollen;8003385
Königsstollen Bahnhof Herdorf;379181
Königstein (Sächs Schw);8012072
Königstein (Taunus);8007164
Königstein Reißiger Platz;8070292
Königswinter;8003386
Königswinter Clemens-August-Straße;8070074
Königswinter Denkmal;8070762
Königswinter Fähre;8070029
Königswinter-Longenburg;8070763
Königswinter-Oberdollendorf;8070761
Königswinter-Oberdollendorf Nord;8070760
Könitz (Thür);8012075
Könnern;8010194
Köppelsdorf Ost Sonneberg;210662
Köppern;8007849
Köppern Bahnhof Friedrichsdorf;106398
Körle;8003388
Körle Mülmischtal;8071217
Körne Westbahnhof Dortmund;652257
Körnerplatz Dresden;977994
Köthen;8010195
Köttewitz;8012079
Köttewitz Haltepunkt Dohna;978052
Kötzschau;8012080
Kötzschau Bahnhof (Bus) Leuna;963224
Kövenig;8003394
Kövenig Bahnhof Kröv;256182
Kücknitz Bahnhof Lübeck;699016
Kühler Krug Karlsruhe;363504
Kühlinger Str Halberstadt;954313
Kühnhausen;8010198
Kühnhausen Erfurt;645620
Kühren;8012117
Kühren Bahnhof (Bus) Wurzen;964753
Külte-Wetterburg;8003467
Künsebeck;8003469
Küntrop;8003470
Küntrop Bahnhof Neuenrade;879591
Künzelsau Bf;8087022
Küps;8003472
Kürbitz;8010040
Kürbitz Bahnhof Weischlitz;967103
